Cote,Titre,Auteur,Lieu,Edition,Annee,Nb_pages,Matiere,Inventaire,Auteur_Pairs,Auteur_Names,language,notice_key,is_duplicate_row,is_duplicate_inventory,is_duplicate_notice
297.126/17,المهذب فيما وقع في القرآن من المعرب,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",المحمدية,مطبعة فضالة,,275,القرآن : توضيح البيان,6163,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,,False,False,True
297.126/18,المهذب فيما وقع في القرآن من المعرب,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",المحمدية,مطبعة فضالة,,275,القرآن : توضيح البيان,12233,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,,False,False,True
297.154/01,لباب النقول في أسباب النزول,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار إحياء العلوم,1978,239,القرآن : النزول,603,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,"لباب النقول في أسباب النزول|السيوطي, جلال الدين عبد الرحمن بن أبي بكر|1978",False,False,False
297.2/42,اللآلئ المصنوعة في الأحاديث الموضوعة. المجلد الأول,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار المعرفة,1981,487,الحديث,10899,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,"اللآلئ المصنوعة في الأحاديث الموضوعة. المجلد الأول|السيوطي, جلال الدين عبد الرحمن بن أبي بكر|1981",False,False,False
297.2/43,اللآلئ المصنوعة في الأحاديث الموضوعة. المجلد الثاني,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار المعرفة,1981,475,الحديث,10900,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,"اللآلئ المصنوعة في الأحاديث الموضوعة. المجلد الثاني|السيوطي, جلال الدين عبد الرحمن بن أبي بكر|1981",False,False,False
297.2/50,تدريب الراوي في شرح تقريب النواوي. الجزء الأول والثاني,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار إحياء السنة النبوية,1979,415,الحديث,5068,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,"تدريب الراوي في شرح تقريب النواوي. الجزء الأول والثاني|السيوطي, جلال الدين عبد الرحمن بن أبي بكر|1979",False,False,False
297.217/13,تنوير الحوالك شرح على موطأ مالك ويليه كتاب إسعاف المبطأ برجال الموطأ. الجزء 1 و2 و3,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار الكتب العلمية,,854,موطأ الإمام مالك,4721,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,,False,False,True
297.41/42,الأشباه والنظائر في قواعد وفروع فقه الشافعية,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار الكتب العلمية,1979,556,الفقه الإسلامي,4729,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,"الأشباه والنظائر في قواعد وفروع فقه الشافعية|السيوطي, جلال الدين عبد الرحمن بن أبي بكر|1979",False,False,False
297.417/78,الحاوي للفتاوي في الفقه وعلوم التفسير والحديث والأصول والنحو والإعراب وسائر الفنون. الجزء الأول,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار الكتب العلمية,1975,401,الفتاوي,627,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,"الحاوي للفتاوي في الفقه وعلوم التفسير والحديث والأصول والنحو والإعراب وسائر الفنون. الجزء الأول|السيوطي, جلال الدين عبد الرحمن بن أبي بكر|1975",False,False,False
297.417/79,الحاوي للفتاوي في الفقه وعلوم التفسير والحديث والأصول والنحو والإعراب وسائر الفنون. الجزء الثاني,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار الكتب العلمية,1975,354,الفتاوي,628,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,"الحاوي للفتاوي في الفقه وعلوم التفسير والحديث والأصول والنحو والإعراب وسائر الفنون. الجزء الثاني|السيوطي, جلال الدين عبد الرحمن بن أبي بكر|1975",False,False,False
801.56/19 م1,المزهر في علوم اللغة وأنواعها,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار الفكر,,651,النحو العربي,737,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,,False,False,True
801.56/20 م2,المزهر في علوم اللغة وأنواعها,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",بيروت,دار الفكر,,650,النحو العربي,538,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,,False,False,True
801.56/59,شرح السيوطي على ألفية بن مالك المسمى بالبهجة المرضية,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",,دار احياء الكتب العربية,,158,النحو العربي,4703,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,,False,False,True
801.56/91,المزهر في علوم اللغة,"السيوطي, جلال الدين عبد الرحمن بن أبي بكر",مصر,,,342,النحو العربي,12975,"[('السيوطي, جلال الدين عبد الرحمن بن أبي بكر', 'Auteur')]","السيوطي, جلال الدين عبد الرحمن بن أبي بكر",ara,,False,False,True
82.091/91,الإنفعالية والإبلاغية في البيان العربي,"السيوفي, عصام كمال",بيروت,دار الحداثة,1986,341,دراسة أدبية,22469,"[('السيوفي, عصام كمال', 'Auteur')]","السيوفي, عصام كمال",ara,"الإنفعالية والإبلاغية في البيان العربي|السيوفي, عصام كمال|1986",False,False,False
82-51/10,ملامح التجديد في النثر الأندلسي خلال القرن الخامس الهجري,"السيوفي, مصطفى محمد أحمد علي",بيروت,عالم الكتب,,691,النثر الأدبي,15880,"[('السيوفي, مصطفى محمد أحمد علي', 'Auteur')]","السيوفي, مصطفى محمد أحمد علي",ara,,False,False,True
964/217,النخبة المخزنية في مغرب القرن التاسع عشر,الشابي مصطفى,الرباط,منشورات كلية الآداب والعلوم الانسانية,1995,231,تاريخ المغرب,29140,"[('الشابي مصطفى', 'Auteur')]",الشابي مصطفى,ara,النخبة المخزنية في مغرب القرن التاسع عشر|الشابي مصطفى|1995,False,False,False
82.091/90,عرفة الشابي رائد النضال القومي في العهد الحفصي,"الشابي, علي",ليبيا,الدار العربية للكتاب,1982,167,دراسة أدبية,23415,"[('الشابي, علي', 'Auteur')]","الشابي, علي",ara,"عرفة الشابي رائد النضال القومي في العهد الحفصي|الشابي, علي|1982",False,False,False
371/25,نحو تنفيد إستراتيجية التربية العربية. الإجتماع الثالث لوكلاء وزارات التربية العرب: ظاهرة عزوف الشبب العربي عن مهنة التدريس. صنعاء: 22 - 27 يناير 1983 . وثيقة - 6 -,"الشادلي, رفعت",تونس,المنظمة العربية للتربية والثقافة والعلوم,1983,11,التربية والتعليم,13735,"[('الشادلي, رفعت', 'Auteur')]","الشادلي, رفعت",ara,"نحو تنفيد إستراتيجية التربية العربية. الإجتماع الثالث لوكلاء وزارات التربية العرب: ظاهرة عزوف الشبب العربي عن مهنة التدريس. صنعاء: 22 - 27 يناير 1983 . وثيقة - 6 -|الشادلي, رفعت|1983",False,False,False
297.81/24 مكرر,التصوف والمجتمع: نمادج من القرن العاشر الهجري,"الشادلي, عبد اللطيف",الدار البيضاء,جامعة الحسن الثاني,1989,,التصوف,28563,"[('الشادلي, عبد اللطيف', 'Auteur')]","الشادلي, عبد اللطيف",ara,"التصوف والمجتمع: نمادج من القرن العاشر الهجري|الشادلي, عبد اللطيف|1989",False,False,False
964/12,الحركة العياشية: حلقة من تاريخ المغرب في القرن 17,"الشادلي, عبد اللطيف",البيضاء,مطبعة النجاح الجديدة,1982,301,تاريخ المغرب,19844,"[('الشادلي, عبد اللطيف', 'Auteur')]","الشادلي, عبد اللطيف",ara,"الحركة العياشية: حلقة من تاريخ المغرب في القرن 17|الشادلي, عبد اللطيف|1982",False,False,False
964/139,التصوف والمجتمع نمادج من القرن العاشر الهجري,"الشادلي, عبد اللطيف",سلا,جامعة الحسن الثاني,1989,430,تاريخ المغرب,19838,"[('الشادلي, عبد اللطيف', 'Auteur')]","الشادلي, عبد اللطيف",ara,"التصوف والمجتمع نمادج من القرن العاشر الهجري|الشادلي, عبد اللطيف|1989",False,False,False
964/154,الحركة العياشية,"الشادلي, عبد اللطيف",البيضاء,مطبعة النجاح الجديدة,1982,294,تاريخ المغرب,10014,"[('الشادلي, عبد اللطيف', 'Auteur')]","الشادلي, عبد اللطيف",ara,"الحركة العياشية|الشادلي, عبد اللطيف|1982",False,False,False
964/199,أبحاث في تاريخ المغرب وحضارته,"الشادلي, عبد اللطيف",المغرب,مطبعة فضالة,1988,227,تاريخ المغرب,27657,"[('الشادلي, عبد اللطيف', 'Auteur')]","الشادلي, عبد اللطيف",ara,"أبحاث في تاريخ المغرب وحضارته|الشادلي, عبد اللطيف|1988",False,False,False
347.7/08,الحماية الإجرائية في الغش التجاري في النظام السعودي,"الشادلي, فتوح",الرياض,مطابع المعهد الإدارة العامة,1992,347,القانون التجاري,3801,"[('الشادلي, فتوح', 'Auteur')]","الشادلي, فتوح",ara,"الحماية الإجرائية في الغش التجاري في النظام السعودي|الشادلي, فتوح|1992",False,False,False
297.81/24,التصوف والمجتمع: نمادج من القرن العاشر الهجري,"الشاذلي, عبد اللطيف",الدار البيضاء,جامعة الحسن الثاني,1989,240,التصوف,28562,"[('الشاذلي, عبد اللطيف', 'Auteur')]","الشاذلي, عبد اللطيف",ara,"التصوف والمجتمع: نمادج من القرن العاشر الهجري|الشاذلي, عبد اللطيف|1989",False,False,False
297.81/24مكرر2,التصوف والمجتمع نمادج من القرن العاشر الهجري,"الشاذلي, عبد اللطيف",الدار البيضاء,منشورات جامعة الحسن الثاني,1989,430,التصوف,28565,"[('الشاذلي, عبد اللطيف', 'Auteur')]","الشاذلي, عبد اللطيف",ara,"التصوف والمجتمع نمادج من القرن العاشر الهجري|الشاذلي, عبد اللطيف|1989",False,False,True
297.81/24مكرر3,التصوف والمجتمع نمادج من القرن العاشر الهجري,"الشاذلي, عبد اللطيف",الدار البيضاء,منشورات جامعة الحسن الثاني,1989,430,التصوف,28564,"[('الشاذلي, عبد اللطيف', 'Auteur')]","الشاذلي, عبد اللطيف",ara,"التصوف والمجتمع نمادج من القرن العاشر الهجري|الشاذلي, عبد اللطيف|1989",False,False,True
343_620/04,موسوعة أسباب الحراسة والجزاء السياسي في قانون المدعي العام الإشتراكي,"الشاذلي, مصطفى",إسكندرية,دار المطبوعات الجامعية,1971,655,القانون الجنائي,23290,"[('الشاذلي, مصطفى', 'Auteur')]","الشاذلي, مصطفى",ara,"موسوعة أسباب الحراسة والجزاء السياسي في قانون المدعي العام الإشتراكي|الشاذلي, مصطفى|1971",False,False,False
101.9/08,فلسفة فرنسيس بيكون,"الشاروني, حبيب",الدار البيضاء,دار الثقافة,1981,167,شخصيات فلسفية: بيكون,10278,"[('الشاروني, حبيب', 'Auteur')]","الشاروني, حبيب",ara,"فلسفة فرنسيس بيكون|الشاروني, حبيب|1981",False,False,False
82-992/16,عجائب الهند من قصص الملاحة العربية,"الشاروني, يوسف",لندن,رياض الريس للكتب,1990,188,الرحلات,22514,"[('الشاروني, يوسف', 'Auteur')]","الشاروني, يوسف",ara,"عجائب الهند من قصص الملاحة العربية|الشاروني, يوسف|1990",False,False,False
297.41/09 ج1,الإعتصام,"الشاطبي, أبو إسحاق إبراهيم بن موسى",بيروت,دار المعرفة,,371,أصول الفقه,4938,"[('الشاطبي, أبو إسحاق إبراهيم بن موسى', 'Auteur')]","الشاطبي, أبو إسحاق إبراهيم بن موسى",ara,,False,False,True
297.41/09 ج2,الإعتصام,"الشاطبي, أبو إسحاق إبراهيم بن موسى",بيروت,دار المعرفة,,374,أصول الفقه,4939,"[('الشاطبي, أبو إسحاق إبراهيم بن موسى', 'Auteur')]","الشاطبي, أبو إسحاق إبراهيم بن موسى",ara,,False,False,True
297.41/52,الموافقات في أصول الشريعة. المجلد الأول,"الشاطبي, أبو إسحق إبراهيم بن موسى",بيروت,دار المعرفة,,368,الفقه والشريعة,7586,"[('الشاطبي, أبو إسحق إبراهيم بن موسى', 'Auteur')]","الشاطبي, أبو إسحق إبراهيم بن موسى",ara,,False,False,True
297.41/53,الموافقات في أصول الشريعة. المجلد الثاني,"الشاطبي, أبو إسحق إبراهيم بن موسى",بيروت,دار المعرفة,,426,الفقه والشريعة,7587,"[('الشاطبي, أبو إسحق إبراهيم بن موسى', 'Auteur')]","الشاطبي, أبو إسحق إبراهيم بن موسى",ara,,False,False,True
297.41/54,الموافقات في أصول الشريعة. المجلد الثالث,"الشاطبي, أبو إسحق إبراهيم بن موسى",بيروت,دار المعرفة,,428,الفقه والشريعة,7588,"[('الشاطبي, أبو إسحق إبراهيم بن موسى', 'Auteur')]","الشاطبي, أبو إسحق إبراهيم بن موسى",ara,,False,False,True
297.41/55,الموافقات في أصول الشريعة. المجلد الرابع,"الشاطبي, أبو إسحق إبراهيم بن موسى",بيروت,دار المعرفة,,446,الفقه والشريعة,7589,"[('الشاطبي, أبو إسحق إبراهيم بن موسى', 'Auteur')]","الشاطبي, أبو إسحق إبراهيم بن موسى",ara,,False,False,True
323/04,سياسي يتذكر تجربة في العمل السياسي,"الشاعر, جمال",لندن,رياض الرئيس للكتب والنشر,1987,351,السياسة الداخلية,18515,"[('الشاعر, جمال', 'Auteur')]","الشاعر, جمال",ara,"سياسي يتذكر تجربة في العمل السياسي|الشاعر, جمال|1987",False,False,False
323/04 مكرر,سياسي يتذكر: تجربة في العمل السياسي,"الشاعر, جمال",لندن,رياض الرئيس للكتب والنشر,1987,351,السياسة الداخلية,21022,"[('الشاعر, جمال', 'Auteur')]","الشاعر, جمال",ara,"سياسي يتذكر: تجربة في العمل السياسي|الشاعر, جمال|1987",False,False,False
371.3/26,إدخال مادة الإعلام التربوي ضمن برامج كليات التربية ومناهجها في جامعات دول الخليج العربية,"الشاعر, عبد الرحمن بن ابراهيم",الرياض,مكتب التربية العربي لدول الخليج,1996,,مناهج التدريس,27334,"[('الشاعر, عبد الرحمن بن ابراهيم', 'Auteur')]","الشاعر, عبد الرحمن بن ابراهيم",ara,"إدخال مادة الإعلام التربوي ضمن برامج كليات التربية ومناهجها في جامعات دول الخليج العربية|الشاعر, عبد الرحمن بن ابراهيم|1996",False,False,False
297.24/11,مسند الإمام الشافعي,"الشافعي, أبو عبد الله محمد بن إدريس",بيروت,دار الكتب العلمية,1980,392,الحديث : أسانيد,6897,"[('الشافعي, أبو عبد الله محمد بن إدريس', 'Auteur')]","الشافعي, أبو عبد الله محمد بن إدريس",ara,"مسند الإمام الشافعي|الشافعي, أبو عبد الله محمد بن إدريس|1980",False,False,False
297.4813/02 م1,الأم مع مختصر المزني. الجزء الأول والثاني,"الشافعي, أبو عبد الله محمد بن إدريس",بيروت,دار الفكر,1983,620,المذهب الشافعي,20457,"[('الشافعي, أبو عبد الله محمد بن إدريس', 'Auteur')]","الشافعي, أبو عبد الله محمد بن إدريس",ara,"الأم مع مختصر المزني. الجزء الأول والثاني|الشافعي, أبو عبد الله محمد بن إدريس|1983",False,False,False
297.4813/02 م2,الأم مع مختصر المزني. الجزء الثالث والرابع,"الشافعي, أبو عبد الله محمد بن إدريس",بيروت,دار الفكر,1983,590,المذهب الشافعي,20458,"[('الشافعي, أبو عبد الله محمد بن إدريس', 'Auteur')]","الشافعي, أبو عبد الله محمد بن إدريس",ara,"الأم مع مختصر المزني. الجزء الثالث والرابع|الشافعي, أبو عبد الله محمد بن إدريس|1983",False,False,False
297.4813/02 م3,الأم مع مختصر المزني. الجزء الخامس والسادس,"الشافعي, أبو عبد الله محمد بن إدريس",بيروت,دار الفكر,1983,604,المذهب الشافعي,20459,"[('الشافعي, أبو عبد الله محمد بن إدريس', 'Auteur')]","الشافعي, أبو عبد الله محمد بن إدريس",ara,"الأم مع مختصر المزني. الجزء الخامس والسادس|الشافعي, أبو عبد الله محمد بن إدريس|1983",False,False,False
297.4813/02 م4,الأم مع مختصر المزني. الجزء السابع,"الشافعي, أبو عبد الله محمد بن إدريس",بيروت,دار الفكر,1983,390,المذهب الشافعي,20461,"[('الشافعي, أبو عبد الله محمد بن إدريس', 'Auteur')]","الشافعي, أبو عبد الله محمد بن إدريس",ara,"الأم مع مختصر المزني. الجزء السابع|الشافعي, أبو عبد الله محمد بن إدريس|1983",False,False,False
297.4813/02 م5,الأم مع مختصر المزني. الجزء الثامن,"الشافعي, أبو عبد الله محمد بن إدريس",بيروت,دار الفكر,1983,679,المذهب الشافعي,20460,"[('الشافعي, أبو عبد الله محمد بن إدريس', 'Auteur')]","الشافعي, أبو عبد الله محمد بن إدريس",ara,"الأم مع مختصر المزني. الجزء الثامن|الشافعي, أبو عبد الله محمد بن إدريس|1983",False,False,False
297.457/02,أحكام المواريث,"الشافعي, أحمد محمود",بيروت,الدار الجامعية,1989,218,الإرث,22519,"[('الشافعي, أحمد محمود', 'Auteur')]","الشافعي, أحمد محمود",ara,"أحكام المواريث|الشافعي, أحمد محمود|1989",False,False,False
347.6_620/02,الطلاق وحقوق الاولاد والاقارب,"الشافعي, أحمد محمود",بيروت,الدار الجامعية,1987,199,قانون الاحوال الشخصية,22549,"[('الشافعي, أحمد محمود', 'Auteur')]","الشافعي, أحمد محمود",ara,"الطلاق وحقوق الاولاد والاقارب|الشافعي, أحمد محمود|1987",False,False,False
338.924/04,إقتصاد وتخطيط الصناعة,"الشافعي, محمود أحمد",دمشق,جامعة دمشق,1989,138,التصنيع,25590,"[('الشافعي, محمود أحمد', 'Auteur')]","الشافعي, محمود أحمد",ara,"إقتصاد وتخطيط الصناعة|الشافعي, محمود أحمد|1989",False,False,False
297.721/08,علي في الكتاب والسنة,"الشاكري, الحاج حسين",بيروت,دار المؤرخ العربي,1991,457,سير الخلفاء الراشدين,23153,"[('الشاكري, الحاج حسين', 'Auteur')]","الشاكري, الحاج حسين",ara,"علي في الكتاب والسنة|الشاكري, الحاج حسين|1991",False,False,False
37/69,بعض موضوعات التربية الخاصة,"الشالاتي, فائز",دمشق,مطبعة خالد ابن الوليد,1991,112,التربية والتعليم,24673,"[('الشالاتي, فائز', 'Auteur')]","الشالاتي, فائز",ara,"بعض موضوعات التربية الخاصة|الشالاتي, فائز|1991",False,False,False
625.7/04,هندسة الطرق والشوارع في المدينة,"الشامي, سليمان",دمشق,جامعة دمشق,1990,208,هندسة الطرق,25796,"[('الشامي, سليمان', 'Auteur')]","الشامي, سليمان",ara,"هندسة الطرق والشوارع في المدينة|الشامي, سليمان|1990",False,False,False
628.15/01,الهندسة الصحية - هندسة إمداد المياه,"الشامي, شبلي",دمشق,جامعة دمشق,1987,285,شبكة توزيع الماء,25769,"[('الشامي, شبلي', 'Auteur')]","الشامي, شبلي",ara,"الهندسة الصحية - هندسة إمداد المياه|الشامي, شبلي|1987",False,False,False
911/04,دراسات في الجغرافيا السياسية,"الشامي, صلاح الدين علي",الإسكندرية,منشأة المعارف,1973,319,الجغرافية العامة,5292,"[('الشامي, صلاح الدين علي', 'Auteur')]","الشامي, صلاح الدين علي",ara,"دراسات في الجغرافيا السياسية|الشامي, صلاح الدين علي|1973",False,False,False
624/05,تنظيم المشروعات وإدارتها,"الشامي, عبد الكريم",حلب,مديرية الكتب والمطبوعات الجامعية,1991,316,الهندسة المدنية,25928,"[('الشامي, عبد الكريم', 'Auteur')]","الشامي, عبد الكريم",ara,"تنظيم المشروعات وإدارتها|الشامي, عبد الكريم|1991",False,False,False
69/10 ج2,تكنولوجيا الانشاء. الجزء الثاني,"الشامي, عبد الكريم",حلب,مديرية الكتب والمطبوعات الجامعية,1991,608,أعمال البناء,25909,"[('الشامي, عبد الكريم', 'Auteur')]","الشامي, عبد الكريم",ara,"تكنولوجيا الانشاء. الجزء الثاني|الشامي, عبد الكريم|1991",False,False,False
678/10,البلاستيك وألاته,"الشاهر, شاهر محمد سعيد",دمشق,مطبعة ابن خلدون,1992,352,هندسة اللدائن,26316,"[('الشاهر, شاهر محمد سعيد', 'Auteur')]","الشاهر, شاهر محمد سعيد",ara,"البلاستيك وألاته|الشاهر, شاهر محمد سعيد|1992",False,False,False
82.09/58,"النمو العضوي: ""سلخ الجلد"" نمودج دراسي","الشاوي, عبد القادر",الدار البيضاء,دار النشر المغربية,1982,135,النقد الادبي,10491,"[('الشاوي, عبد القادر', 'Auteur')]","الشاوي, عبد القادر",ara,"النمو العضوي: ""سلخ الجلد"" نمودج دراسي|الشاوي, عبد القادر|1982",False,False,False
82-4/24,سلطة الواقعية,"الشاوي, عبد القادر",دمشق,اتحاد الكتاب العرب,1981,314,دراسة وأبحاث معاصرة,11722,"[('الشاوي, عبد القادر', 'Auteur')]","الشاوي, عبد القادر",ara,"سلطة الواقعية|الشاوي, عبد القادر|1981",False,False,False
82-94/34,دليل العنفوان,"الشاوي, عبد القادر",الدار البيضاء,مطبعة النجاح الجديدة,,133,السيرة,23222,"[('الشاوي, عبد القادر', 'Auteur')]","الشاوي, عبد القادر",ara,,False,False,True
340.11/08,مذاهب القانون,"الشاوي, منذر",بغداد,مركز البحوث القانونية,1986,108,النظرية العامة للقانون,17776,"[('الشاوي, منذر', 'Auteur')]","الشاوي, منذر",ara,"مذاهب القانون|الشاوي, منذر|1986",False,False,False
82.09/29,أصول النقد الأدبي,"الشايب, أحمد",القاهرة,مكتبة النهضة المصرية,1973,347,النقد الأدبي,9510,"[('الشايب, أحمد', 'Auteur')]","الشايب, أحمد",ara,"أصول النقد الأدبي|الشايب, أحمد|1973",False,False,False
51/40,الرياضيات - 2 -,"الشايب, عازار معروف",دمشق,مطبعة خالد بن الوليد,1990,552,الرياضيات,26464,"[('الشايب, عازار معروف', 'Auteur')]","الشايب, عازار معروف",ara,"الرياضيات - 2 -|الشايب, عازار معروف|1990",False,False,False
297.23/62,شرح الشبرخيتي على الأربعين حديث النووية وبهامشه كتاب المجالس السنية في الكلام على الأربعين النووية,"الشبرخيتي, إبراهيم بن مرعي بن عطية",بيروت,دار الفكر,,295,الحديث : تفسير,4949,"[('الشبرخيتي, إبراهيم بن مرعي بن عطية', 'Auteur')]","الشبرخيتي, إبراهيم بن مرعي بن عطية",ara,,False,False,True
82-1_أن/44,أدب المغاربة والأندلسيين في أصوله المصرية ونصوصه العربية,"الشبيبي, محمد رضا",بيروت,دار إقرأ,1984,139,الأدب الأندلسي,17324,"[('الشبيبي, محمد رضا', 'Auteur')]","الشبيبي, محمد رضا",ara,"أدب المغاربة والأندلسيين في أصوله المصرية ونصوصه العربية|الشبيبي, محمد رضا|1984",False,False,False
964/243,الحياة الدينية والفكرية في عهد المرينيين,"الشبيهي, هبة",الرباط,منشورات المعهد التربوي الوطني,1982,24,تاريخ المغرب,10039,"[('الشبيهي, هبة', 'Auteur')]","الشبيهي, هبة",ara,"الحياة الدينية والفكرية في عهد المرينيين|الشبيهي, هبة|1982",False,False,False
37/37,الطلبة الموهوبون في التعليم العام بدول الخليج العربي,"الشخص, عبد العزيز السيد",الرياض,مكتب التربية العربي,1990,267,التعليم والتعليم,22697,"[('الشخص, عبد العزيز السيد', 'Auteur')]","الشخص, عبد العزيز السيد",ara,"الطلبة الموهوبون في التعليم العام بدول الخليج العربي|الشخص, عبد العزيز السيد|1990",False,False,False
343.9/06,المؤتمرات العربية للدفاع الإجتماعي,"الشدادي, محمد",الرباط,المنظمة العربية للدفاع الإجتماعي,1981,253,علم الإجرام,15864,"[('الشدادي, محمد', 'Auteur')]","الشدادي, محمد",ara,"المؤتمرات العربية للدفاع الإجتماعي|الشدادي, محمد|1981",False,False,False
956.93/04,كتاب أخبار الأعيان في جبل لبنان. الجزء الأول,"الشدياق, طنوس",بيروت,منشورات الجامعة اللبنانية,1970,310,تاريخ لبنان,21455,"[('الشدياق, طنوس', 'Auteur')]","الشدياق, طنوس",ara,"كتاب أخبار الأعيان في جبل لبنان. الجزء الأول|الشدياق, طنوس|1970",False,False,False
956.93/05,كتاب أخبار الاعيان في جبل لبنان. الجزء التاني,"الشدياق, طنوس",بيروت,,1970,234,تاريخ لبنان,21456,"[('الشدياق, طنوس', 'Auteur')]","الشدياق, طنوس",ara,"كتاب أخبار الاعيان في جبل لبنان. الجزء التاني|الشدياق, طنوس|1970",False,False,False
352.07_64/01,مجالس الجماعات الحضرية والقروية. إنتخابها واختصاصاتها,"الشرادي, ادريس",,مطبعة الرسالة,1983,304,الادارة المحلية,11593,"[('الشرادي, ادريس', 'Auteur')]","الشرادي, ادريس",ara,"مجالس الجماعات الحضرية والقروية. إنتخابها واختصاصاتها|الشرادي, ادريس|1983",False,False,True
352.07_64/02,مجالس الجماعات الحضرية والقروية. إنتخابها واختصاصاتها,"الشرادي, ادريس",,مطبعة الرسالة,1983,304,الادارة المحلية,11730,"[('الشرادي, ادريس', 'Auteur')]","الشرادي, ادريس",ara,"مجالس الجماعات الحضرية والقروية. إنتخابها واختصاصاتها|الشرادي, ادريس|1983",False,False,True
82-31/29,الحضارة أماه !..,"الشرايبي, إدريس",تونس,دار سراس للنشر,1984,159,الرواية,18330,"[('الشرايبي, إدريس', 'Auteur')]","الشرايبي, إدريس",ara,"الحضارة أماه !..|الشرايبي, إدريس|1984",False,False,False
82-94/01,ثمن الحرية,"الشرايبي, عبد الهادي",الدار البيضاء,دار المغرب,1978,248,السيرة,10249,"[('الشرايبي, عبد الهادي', 'Auteur')]","الشرايبي, عبد الهادي",ara,"ثمن الحرية|الشرايبي, عبد الهادي|1978",False,False,False
03:33/02,المعجم الإقتصادي الإسلامي,"الشرباصي, أحمد",بيروت,دار الجيل,1981,498,المعجم الإقتصادي,17379,"[('الشرباصي, أحمد', 'Auteur')]","الشرباصي, أحمد",ara,"المعجم الإقتصادي الإسلامي|الشرباصي, أحمد|1981",False,False,False
030.1:297/16 ج1,موسوعة الفداء في الإسلام,"الشرباصي, أحمد",بيروت,دار الجيل,,615,الموسوعة الإسلامية,15188,"[('الشرباصي, أحمد', 'Auteur')]","الشرباصي, أحمد",ara,,False,False,True
030.1:297/17 ج2,موسوعة الفداء في الإسلام,"الشرباصي, أحمد",بيروت,دار الجيل,1983,567,الموسوعة الإسلامية,15189,"[('الشرباصي, أحمد', 'Auteur')]","الشرباصي, أحمد",ara,"موسوعة الفداء في الإسلام|الشرباصي, أحمد|1983",False,False,True
030.1:297/18 ج3,موسوعة الفداء في الإسلام,"الشرباصي, أحمد",بيروت,دار الجيل,1983,478,الموسوعة الإسلامية,15190,"[('الشرباصي, أحمد', 'Auteur')]","الشرباصي, أحمد",ara,"موسوعة الفداء في الإسلام|الشرباصي, أحمد|1983",False,False,True
030.1:297/19 ج4,موسوعة الفداء في الإسلام,"الشرباصي, أحمد",بيروت,دار الجيل,1982,733,الموسوعة الإسلامية,15191,"[('الشرباصي, أحمد', 'Auteur')]","الشرباصي, أحمد",ara,"موسوعة الفداء في الإسلام|الشرباصي, أحمد|1982",False,False,False
